,ID,Word,Count
140,140,kill,157
141,141,mrsa,13
142,142,remedy,70
143,143,obesity,477
144,144,parent,462
145,145,rarely,17
146,146,spot,119
147,147,b,138
148,148,meningitis,151
149,149,meningitis_b,11
150,150,protect,171
151,151,chikungunya,27
152,152,herbal,13
153,153,revives,10
154,154,part,247
155,155,woman,1350
156,156,agreed,10
157,157,deal,260
158,158,life_saving,22
159,159,saving,102
160,160,declares,47
161,161,ebola,4332
162,162,emergency,194
163,163,guinea,133
164,164,seven,38
165,165,warning,259
166,166,issue,355
167,167,pledge,76
168,168,free,603
169,169,healthcare,546
170,170,healthcare_worker,25
171,171,military,108
172,172,worker,506
173,173,private,78
174,174,profit,59
175,175,british,82
176,176,declared,22
177,177,medic,33
178,178,ebola_lockdown,16
179,179,leone,287
180,180,lockdown,24
181,181,sierra,286
182,182,sierra_leone,281
183,183,sierra_leone_ebola_lockdown,12
184,184,pose,130
185,185,sitting,53
186,186,killing,48
187,187,office,123
188,188,sedentary,13
189,189,accident,50
190,190,medical,785
191,191,unit,72
192,192,fitness,463
193,193,linked_lower,19
194,194,lower,324
195,195,epidemic,173
196,196,indiana,25
197,197,beating,16
198,198,europe,70
199,199,first,670
200,200,swap,89
201,201,healthy,1074
202,202,make,1363
203,203,street,36
204,204,what,1663
205,205,england,46
206,206,nh_england,10
207,207,sport,114
208,208,revealed,27
209,209,problem,467
210,210,since,125
211,211,dna,140
212,212,entire,29
213,213,nation,141
214,214,deadly,237
215,215,young,445
216,216,young_child,22
217,217,contaminated,36
218,218,probe,77
219,219,report,1248
220,220,antibiotic,225
221,221,diabetes,556
222,222,link,252
223,223,pollution,81
224,224,stroke,320
225,225,stroke_risk,54
226,226,little,315
227,227,time,1014
228,228,travel,107
229,229,cycle,13
230,230,ivf,56
231,231,three,188
232,232,disease,935
233,233,focus,152
234,234,ignored,17
235,235,killer,87
236,236,gene,345
237,237,preventive,27
238,238,battling,42
239,239,school,502
240,240,u,2105
241,241,angelina,41
242,242,angelina_jolie,38
243,243,jolie,42
244,244,ovary,22
245,245,removed,18
246,246,diet,887
247,247,guide,135
248,248,black,198
249,249,hole,17
250,250,cannabis,26
251,251,cure,177
252,252,calorie,619
253,253,cold,223
254,254,fewer,161
255,255,fewer_calorie,14
256,256,rice,58
257,257,humanitarian,11
258,258,uk,232
259,259,eating,580
260,260,half,162
261,261,ashya,20
262,262,brain,935
263,263,king,38
264,264,charity,68
265,265,ebola_response,70
266,266,response,180
267,267,slam,22
268,268,grade,26
269,269,staff,235
270,270,carrying,20
271,271,mosquito,57
272,272,changed,79
273,273,world,440
274,274,call,440
275,275,early,380
276,276,help,1943
277,277,asia,21
278,278,secret,263
279,279,hopeful,12
280,280,hunt,64
281,281,criticism,26
282,282,delay,168
283,283,campaigner,18
284,284,plea,29
285,285,damage,109
286,286,husband,46
287,287,win,95
288,288,happy,283
289,289,budget,115
290,290,developed,33
291,291,device,228
292,292,proof,53
293,293,tablet,20
294,294,challenge,279
295,295,describes,11
296,296,prompt,88
297,297,smog,20
298,298,toxic,52
299,299,decay,14
300,300,tooth,43
301,301,tooth_decay,11
302,302,control,366
303,303,tobacco,172
304,304,confidence,22
305,305,vote,166
306,306,obese,158
307,307,breastfeeding,40
308,308,higher,247
309,309,iq,25
310,310,linked_higher,19
311,311,poor,172
312,312,scheme,34
313,313,lost,182
314,314,danger,91
315,315,selfie,12
316,316,broken,40
317,317,contract,60
318,318,dentist,51
319,319,virus,558
320,320,partner,105
321,321,take,794
322,322,measure,97
323,323,nh_trust,27
324,324,special,134
325,325,trust,102
326,326,burnham,30
327,327,scandal,44
328,328,extremely,21
329,329,pharmacist,35
330,330,support,291
331,331,army,18
332,332,face,530
333,333,home,622
334,334,sent,39
335,335,sent_home,13
336,336,mother,174
337,337,w,55
338,338,warns,180
339,339,flying,14
340,340,couch,18
341,341,couch_potato,10
342,342,potato,95
343,343,bowel,31
344,344,pioneering,18
345,345,save,304
346,346,lottery,12
347,347,lack,127
348,348,lack_sleep,14
349,349,improve,257
350,350,boost,463
351,351,spending,146
352,352,funding,120
353,353,testosterone,68
354,354,microbe,33
355,355,struggling,46
356,356,target,147
357,357,penis,38
358,358,successful,33
359,359,transplant,262
360,360,observation,24
361,361,fever,102
362,362,reach,167
363,363,winter,180
364,364,missed,171
365,365,whole,164
366,366,incident,25
367,367,move,461
368,368,union,39
369,369,daughter,85
370,370,died,105
371,371,country,197
372,372,fear,280
373,373,measles,252
374,374,best,682
375,375,legacy,31
376,376,research,476
377,377,ebola_patient,291
378,378,flight,77
379,379,charge,72
380,380,introduce,20
381,381,medicine,289
382,382,health_worker,106
383,383,cigarette_pack,18
384,384,pack,105
385,385,awarded,12
386,386,birth,402
387,387,brain_injury,45
388,388,injury,252
389,389,anti,203
390,390,anti_smoking,24
391,391,smoking,364
392,392,working,283
393,393,priority,55
394,394,question,652
395,395,legal,105
396,396,using,219
397,397,packaging,20
398,398,plain,30
399,399,alzheimer,307
400,400,living,211
401,401,onset,13
402,402,starting,87
403,403,menopause,66
404,404,workplace,35
405,405,clot,53
406,406,user,77
407,407,pill,366
408,408,english,15
409,409,healthier,238
410,410,diabetic,64
411,411,c,388
412,412,c_section,34
413,413,rate,505
414,414,section,50
415,415,vary,44
416,416,vary_widely,11
417,417,widely,33
418,418,sniff,13
419,419,demand,75
420,420,nh_whistleblower,16
421,421,whistleblower,28
422,422,nurse,502
423,423,restriction,76
424,424,proposed,57
425,425,right,449
426,426,burn,228
427,427,billion,193
428,428,chemical,84
429,429,cost,578
430,430,star,103
431,431,tv,133
432,432,wait,155
433,433,blind,48
434,434,tube,26
435,435,impaired,15
436,436,navigate,13
437,437,technology,86
438,438,prison,41
439,439,liberia,361
440,440,week,650
441,441,crisis,248
442,442,operation,24
443,443,untreated,12
444,444,appears,47
445,445,autism,291
446,446,genetic,125
447,447,largely,14
448,448,another,242
449,449,clegg,10
450,450,election,67
451,451,adult,336
452,452,every,275
453,453,five_year,26
454,454,year,1283
455,455,care_worker,14
456,456,parenting,23
457,457,combat,59
458,458,game,144
459,459,lazy,10
460,460,video_game,38
461,461,coffee,184
462,462,much,484
463,463,accept,21
464,464,ni,15
465,465,investigation,29
466,466,cancer_drug,132
467,467,waiting_time,29
468,468,fight_ebola,65
469,469,baby,749
470,470,inquiry,30
471,471,artery,33
472,472,cleaner,14
473,473,ebola_crisis,60
474,474,hidden,68
475,475,victim,201
476,476,pressure,267
477,477,shortage,88
478,478,allows,33
479,479,caring,41
480,480,driver,81
481,481,rule,457
482,482,targeted,20
483,483,getting,434
484,484,human,320
485,485,concern,191
486,486,online,238
487,487,found,273
488,488,say,2262
489,489,stage,115
490,490,study,3118
491,491,important,143
492,492,improving,46
493,493,mexico,28
494,494,palliative,35
495,495,palliative_care,32
496,496,music,87
497,497,who,468
498,498,date,53
499,499,start,463
500,500,almost,80
501,501,change,622
502,502,cv,41
503,503,real,198
504,504,savile,12
505,505,today,1290
506,506,abused,13
507,507,dementia,219
508,508,like,961
509,509,small,213
510,510,drink,347
511,511,energy,163
512,512,energy_drink,38
513,513,kid,1164
514,514,dispute,24
515,515,outdoor,20
516,516,abuse,137
517,517,told,85
518,518,analysis,76
519,519,measles_outbreak,60
520,520,taken,38
521,521,area,87
522,522,choice,205
523,523,scientist,417
524,524,manchester,15
525,525,crime,36
526,526,depression,308
527,527,violent,27
528,528,alzheimer_disease,33
529,529,give,465
530,530,hiv_drug,30
531,531,council,20
532,532,smoker,151
533,533,avastin,26
534,534,step,279
535,535,alert,64
536,536,stop,357
537,537,wait_time,14
538,538,pregnancy,261
539,539,record,202
540,540,teenage,36
541,541,inspection,27
542,542,purpose,26
543,543,bionic,27
544,544,finger,27
545,545,pulse,11
546,546,discharge,23
547,547,person,143
548,548,smart,105
549,549,treating,128
550,550,wound,22
551,551,allergy,299
552,552,cut,166
553,553,exposure,160
554,554,peanut,92
555,555,peanut_allergy,22
556,556,extended,25
557,557,clinic,204
558,558,fertility,69
559,559,reopens,11
560,560,addiction,96
561,561,tanning,43
562,562,action,113
563,563,mers,223
564,564,mers_virus,50
565,565,single,79
566,566,saving_life,13
567,567,screening,246
568,568,youth,108
569,569,fgm,19
570,570,tackling,24
571,571,dose,78
572,572,detention,10
573,573,pilot,24
574,574,plane,47
575,575,across,61
576,576,india,151
577,577,spread,322
578,578,swine,31
579,579,receive,75
580,580,friend,229
581,581,work,825
582,582,million,541
583,583,reach_million,12
584,584,deficit,29
585,585,foundation,39
586,586,longer,245
587,587,outside,101
588,588,sleeping,59
589,589,approved,76
590,590,minute,340
591,591,worsen,23
592,592,trying,160
593,593,fine,63
594,594,script,17
595,595,harm,138
596,596,later,142
597,597,malaria,115
598,598,resistant,80
599,599,green,122
600,600,meat,147
601,601,panel,199
602,602,dozen,45
603,603,exposed,148
604,604,la,36
605,605,superbug,115
606,606,highest,45
607,607,suicide,229
608,608,struggle,111
609,609,australia,22
610,610,paying,115
611,611,diagnosis,168
612,612,painful,35
613,613,radical,12
614,614,raise,350
615,615,disabled,65
616,616,left,69
617,617,controversy,37
618,618,promise,162
619,619,safety,290
620,620,nh_wale,14
621,621,state,763
622,622,wale,26
623,623,miss,261
624,624,alcohol,182
625,625,court,341
626,626,reduce,220
627,627,significant,37
628,628,frustration,20
629,629,surgeon,124
630,630,joke,13
631,631,tomorrow,138
632,632,save_life,64
633,633,would,392
634,634,oxygen,26
635,635,walking,111
636,636,reopen,24
637,637,given,58
638,638,syria,44
639,639,strong,98
640,640,begin,112
641,641,potent,15
642,642,bright,19
643,643,light,162
644,644,therapy,313
645,645,nut,69
646,646,breath,40
647,647,lung,231
648,648,lung_cancer,104
649,649,benefit,441
650,650,order,127
651,651,pm,39
652,652,sickness,30
653,653,polio,159
654,654,sought,28
655,655,synthetic,23
656,656,consultant,10
657,657,quit,107
658,658,develop,76
659,659,solution,58
660,660,phone,86
661,661,provide,62
662,662,binge,54
663,663,binge_drinking,18
664,664,drinking,234
665,665,fall,264
666,666,young_adult,74
667,667,increase,230
668,668,ovarian,58
669,669,ovarian_cancer,51
670,670,dating,32
671,671,name,104
672,672,screen,76
673,673,mandatory,21
674,674,reporting,35
675,675,discharged,20
676,676,complete,25
677,677,next,336
678,678,baking,17
679,679,advice,207
680,680,care_home,34
681,681,influence,47
682,682,money,212
683,683,sugar,325
684,684,discovery,45
685,685,largest,39
686,686,google,85
687,687,illness,300
688,688,tip,572
689,689,ban,58
690,690,car,32
691,691,claim,145
692,692,opposition,17
693,693,culture,63
694,694,behind,190
695,695,craving,86
696,696,food_craving,20
697,697,science,218
698,698,science_behind,11
699,699,bullied,30
700,700,silence,15
701,701,parkinson,79
702,702,parkinson_disease,16
703,703,slow,138
704,704,afraid,23
705,705,nh_staff,48
706,706,speak,51
707,707,want,780
708,708,explained,14
709,709,health_benefit,75
710,710,france,58
711,711,safe,251
712,712,maternity,13
713,713,fitness_tracker,47
714,714,putting,43
715,715,tracker,90
716,716,insulin,43
717,717,driving,94
718,718,asbestos,12
719,719,decision,164
720,720,minimum,18
721,721,cataract,10
722,722,everyday,94
723,723,miracle,24
724,724,fail,49
725,725,cured,50
726,726,lucky,19
727,727,mutation,41
728,728,failing,62
729,729,fails,70
730,730,full,137
731,731,bird,267
732,732,counting,20
733,733,made,219
734,734,complaint,60
735,735,inadequate,11
736,736,process,38
737,737,likely,369
738,738,movement,43
739,739,allow,63
740,740,assisted,81
741,741,assisted_suicide,45
742,742,canada,249
743,743,debt,27
744,744,fuel,52
745,745,coping,29
746,746,hard,228
747,747,training,193
748,748,unhealthy,49
749,749,assault,27
750,750,guilty,31
751,751,slightly,23
752,752,donor,144
753,753,search,76
754,754,worldwide,49
755,755,wild,32
756,756,pregnant,178
757,757,effective,145
758,758,extends,25
759,759,rejected,21
760,760,making,262
761,761,agency,104
762,762,soar,27
763,763,beer,48
764,764,brand,34
765,765,familiar,12
766,766,talking,105
767,767,sound,82
768,768,sound_like,13
769,769,ebola_case,194
770,770,challenging,33
771,771,inside,114
772,772,performing,13
773,773,loss,565
774,774,sight,27
775,775,treat,425
776,776,infection,268
777,777,helping,109
778,778,tech,102
779,779,government,195
780,780,increasing,40
781,781,death_rate,45
782,782,craze,14
783,783,selfies,12
784,784,skinny,60
785,785,soon,122
786,786,worm,24
787,787,error,81
788,788,offered,29
789,789,screen_time,15
790,790,teenager,47
791,791,alcohol_abuse,11
792,792,tackle,89
793,793,crucial,32
794,794,accurate,27
795,795,chris,21
796,796,christie,21
797,797,wade,10
798,798,elderly,119
799,799,sharing,111
800,800,serious,130
801,801,bath,14
802,802,drowning,21
803,803,seat,36
804,804,tested,78
805,805,tested_ebola,15
806,806,ebola_vaccine,161
807,807,trial,333
808,808,abortion,252
809,809,go,146
810,810,high_court,18
811,811,injured,48
812,812,body,503
813,813,felt,27
814,814,battle,158
815,815,gym,17
816,816,awareness,79
817,817,campaign,132
818,818,guidance,14
819,819,reduced,39
820,820,tell,360
821,821,urged,72
822,822,swim,22
823,823,preventing,39
824,824,monitored,25
825,825,monitored_ebola,13
826,826,church,13
827,827,norovirus,19
828,828,plasma,17
829,829,anxiety,132
830,830,ball,37
831,831,stress,377
832,832,obesity_rate,31
833,833,peer,38
834,834,role,161
835,835,education,53
836,836,porn,15
837,837,student,210
838,838,bedtime,23
839,839,huge,90
840,840,impact,136
841,841,love,554
842,842,reject,62
843,843,answered,56
844,844,insurance,875
845,845,question_answered,12
846,846,eight,18
847,847,generation,37
848,848,blamed,31
849,849,drive,121
850,850,interest,35
851,851,ebola_virus,78
852,852,thousand,93
853,853,satisfaction,21
854,854,significantly,13
855,855,al,26
856,856,anchor,11
857,857,news,334
858,858,reveals,93
859,859,look,585
860,860,past,80
861,861,ahead,102
862,862,strike,122
863,863,decade,82
864,864,fifth,19
865,865,spend,97
866,866,pound,268
867,867,guideline,153
868,868,questioned,28
869,869,cash,59
870,870,incentive,20
871,871,asthma,133
872,872,calculator,20
873,873,many,661
874,874,wrong,129
875,875,coupon,17
876,876,smoker_quit,26
877,877,doctor_warn,10
878,878,warn,77
879,879,approval,138
880,880,double,151
881,881,3d,32
882,882,girl,353
883,883,printed,18
884,884,info,78
885,885,prescription,167
886,886,cholesterol,148
887,887,high_cholesterol,11
888,888,risky,70
889,889,list,176
890,890,major,125
891,891,published,17
892,892,post,173
893,893,visit,141
894,894,common,305
895,895,stigma,67
896,896,heartburn,37
897,897,hero,27
898,898,hearing,136
899,899,hearing_loss,36
900,900,taste,89
901,901,sign,503
902,902,cosmetic,23
903,903,cosmetic_surgery,10
904,904,popularity,18
905,905,cell,307
906,906,mentally,48
907,907,police,72
908,908,reform,102
909,909,shock,41
910,910,vow,20
911,911,drug_price,24
912,912,price,217
913,913,baseball,24
914,914,tradition,10
915,915,alive,35
916,916,constant,10
917,917,trapped,15
918,918,attract,12
919,919,blindness,12
920,920,body_clock,11
921,921,clock,50
922,922,traumatic,24
923,923,aim,79
924,924,number,203
925,925,ward,59
926,926,nose,49
927,927,changing,86
928,928,experience,116
929,929,continue,68
930,930,talk,310
931,931,plastic,48
932,932,plastic_surgery,16
933,933,blood_pressure,96
934,934,mouse,131
935,935,falling,62
936,936,point,113
937,937,turning,45
938,938,gp_practice,13
939,939,practice,133
940,940,brought,17
941,941,forward,95
942,942,package,10
943,943,exercise,760
944,944,business,143
945,945,leave,138
946,946,attack,283
947,947,heart_attack,213
948,948,newer,22
949,949,better,752
950,950,return,90
951,951,daily,259
952,952,drop,178
953,953,meal,313
954,954,wheel,16
955,955,blocking,10
956,956,volunteer,65
957,957,ordered,23
958,958,newborn,64
959,959,midwife,50
960,960,chinese,48
961,961,match,58
962,962,rare,213
963,963,stem,170
964,964,stem_cell,155
965,965,performed,11
966,966,north,102
967,967,clear,74
968,968,debate,249
969,969,push,168
970,970,popular,187
971,971,public_health,109
972,972,poor_sleep,13
973,973,most,273
974,974,never,193
975,975,ease,130
976,976,flown,19
977,977,possible,234
978,978,afford,17
979,979,meet,184
980,980,empathy,13
981,981,stranger,20
982,982,aid,186
983,983,closing,17
984,984,eye,111
985,985,memory,250
986,986,recall,168
987,987,staffing,16
988,988,chief,107
989,989,activity,124
990,990,moving,89
991,991,unusual,31
992,992,africa,408
993,993,declining,24
994,994,west,328
995,995,west_africa,220
996,996,audio,165
997,997,day,214
998,998,room,128
999,999,stock,41
1000,1000,hint,66
1001,1001,addict,50
1002,1002,feeling,171
1003,1003,gear,65
1004,1004,heat,67
1005,1005,protective,20
1006,1006,infected,150
1007,1007,cap,12
1008,1008,salt,122
1009,1009,suspected,62
1010,1010,suspected_ebola,28
1011,1011,extra,135
1012,1012,actor,16
1013,1013,pregnant_woman,82
1014,1014,study_say,400
1015,1015,ageing,11
1016,1016,topic,26
1017,1017,without,321
1018,1018,centre,36
1019,1019,costing,17
1020,1020,isolation,36
1021,1021,cdc,543
1022,1022,cdc_director,22
1023,1023,director,73
1024,1024,optimistic,17
1025,1025,iraq,13
1026,1026,history,68
1027,1027,consider,74
1028,1028,law,71
1029,1029,attitude,34
1030,1030,older,260
1031,1031,older_people,35
1032,1032,australian,27
1033,1033,character,11
1034,1034,computer,61
1035,1035,judge,109
1036,1036,learning,76
1037,1037,regular,68
1038,1038,luck,27
1039,1039,mostly,28
1040,1040,transgender,21
1041,1041,cold_weather,23
1042,1042,weather,84
1043,1043,announced,22
1044,1044,cancer_treatment,47
1045,1045,booze,21
1046,1046,club,26
1047,1047,london,61
1048,1048,chain,52
1049,1049,forced,31
1050,1050,toy,20
1051,1051,mind,160
1052,1052,toilet,33
1053,1053,train,63
1054,1054,waste,40
1055,1055,premature,53
1056,1056,premature_death,15
1057,1057,innovative,16
1058,1058,force,77
1059,1059,task,39
1060,1060,task_force,24
1061,1061,coast,21
1062,1062,marriage,80
1063,1063,chemo,72
1064,1064,appointment,40
1065,1065,weekend,310
1066,1066,chemotherapy,26
1067,1067,cancer_diagnosis,29
1068,1068,earlier,61
1069,1069,testing,143
1070,1070,golden,22
1071,1071,politics,43
1072,1072,rising,89
1073,1073,frontline,22
1074,1074,firm,114
1075,1075,pull,52
1076,1076,implant,82
1077,1077,paralysis,15
1078,1078,revers,18
1079,1079,critical,58
1080,1080,three_year,13
1081,1081,company,214
1082,1082,drug_company,22
1083,1083,burial,16
1084,1084,team,162
1085,1085,major_incident,16
1086,1086,find,1564
1087,1087,mp,10
1088,1088,epilepsy,42
1089,1089,sufferer,18
1090,1090,fee,10
1091,1091,medical_school,25
1092,1092,stuck,37
1093,1093,away,222
1094,1094,turn,253
1095,1095,what_best,41
1096,1096,drug_trial,22
1097,1097,trial_start,13
1098,1098,summit,21
1099,1099,signed,43
1100,1100,stressed,68
1101,1101,cancel,20
1102,1102,expectancy,26
1103,1103,life_expectancy,26
1104,1104,responds,12
1105,1105,woe,56
1106,1106,mixed,55
1107,1107,view,138
1108,1108,unique,28
1109,1109,gift,160
1110,1110,saved,56
1111,1111,saved_life,17
1112,1112,confusing,19
1113,1113,dems,10
1114,1114,figure,66
1115,1115,performance,39
1116,1116,record_high,12
1117,1117,declare,11
1118,1118,chocolate,156
1119,1119,salmonella,82
1120,1120,scare,58
1121,1121,count,82
1122,1122,gadget,36
1123,1123,screening_test,12
1124,1124,stone,21
1125,1125,inequality,19
1126,1126,sticking,23
1127,1127,expanded,30
1128,1128,family,537
1129,1129,involved,30
1130,1130,check,427
1131,1131,place,136
1132,1132,proper,18
1133,1133,success,147
1134,1134,passenger,44
1135,1135,traced,20
1136,1136,epic,11
1137,1137,type,228
1138,1138,beat,164
1139,1139,sepsis,14
1140,1140,milestone,16
1141,1141,walk,162
1142,1142,experimental,193
1143,1143,experimental_drug,66
1144,1144,ebola_screening,37
1145,1145,scrutiny,37
1146,1146,play,132
1147,1147,helped,97
1148,1148,arrives,31
1149,1149,fraud,49
1150,1150,confirmed,83
1151,1151,dy,243
1152,1152,gain,170
1153,1153,ground,40
1154,1154,robot,54
1155,1155,bos,32
1156,1156,drunk,51
1157,1157,urge,160
1158,1158,flavoured,11
1159,1159,honey,20
1160,1160,compare,17
1161,1161,cough,67
1162,1162,whooping,37
1163,1163,whooping_cough,37
1164,1164,baby_born,40
1165,1165,born,112
1166,1166,christmas,141
1167,1167,access,138
1168,1168,football,74
1169,1169,cause,360
1170,1170,lifestyle,76
1171,1171,story,570
1172,1172,vagina,11
1173,1173,band,21
1174,1174,loom,34
1175,1175,menu,84
1176,1176,turkey,49
1177,1177,act,10
1178,1178,halt,76
1179,1179,vodka,11
1180,1180,santa,23
1181,1181,decline,114
1182,1182,last,315
1183,1183,briton,15
1184,1184,denial,11
1185,1185,anger,30
1186,1186,planned,43
1187,1187,spark,55
1188,1188,banned,34
1189,1189,last_year,63
1190,1190,closure,35
1191,1191,smartphones,15
1192,1192,childhood,137
1193,1193,safer,54
1194,1194,exit,16
1195,1195,loneliness,20
1196,1196,shield,21
1197,1197,reader,88
1198,1198,project,78
1199,1199,revolution,21
1200,1200,bone,124
1201,1201,fixing,16
1202,1202,household,26
1203,1203,join,464
1204,1204,properly,13
1205,1205,used,167
1206,1206,approves,227
1207,1207,resigns,15
1208,1208,robotic,27
1209,1209,suit,69
1210,1210,painkiller,153
1211,1211,vulnerable,33
1212,1212,night,208
1213,1213,raised,47
1214,1214,culprit,29
1215,1215,protein,194
1216,1216,internet,32
1217,1217,visiting,11
1218,1218,held,27
1219,1219,harmful,38
1220,1220,october,11
1221,1221,smoke,92
1222,1222,your,857
1223,1223,house,270
1224,1224,s,1700
1225,1225,three_parent,10
1226,1226,foreign,35
1227,1227,affected,48
1228,1228,charged,29
1229,1229,liquid,21
1230,1230,accidental,16
1231,1231,bill,236
1232,1232,asks,94
1233,1233,olympic,31
1234,1234,water,216
1235,1235,study_find,696
1236,1236,yoga,284
1237,1237,serum,13
1238,1238,supply,73
1239,1239,overwhelmed,18
1240,1240,rare_disease,31
1241,1241,fatter,19
1242,1242,shift,92
1243,1243,sicker,16
1244,1244,childbirth,30
1245,1245,hygiene,12
1246,1246,privatisation,16
1247,1247,boy,78
1248,1248,self,133
1249,1249,self_harm,13
1250,1250,restaurant,119
1251,1251,lapse,67
1252,1252,memory_lapse,50
1253,1253,signal,63
1254,1254,mounting,10
1255,1255,broadmoor,19
1256,1256,camera,16
1257,1257,interrupted,14
1258,1258,damaging,12
1259,1259,feel,326
1260,1260,make_feel,32
1261,1261,happens,63
1262,1262,what_happens,38
1263,1263,trouble,103
1264,1264,kenya,17
1265,1265,harsh,11
1266,1266,running,173
1267,1267,third,111
1268,1268,gap,31
1269,1269,locum,32
1270,1270,locum_doctor,13
1271,1271,ready,150
1272,1272,long,433
1273,1273,long_wait,19
1274,1274,maternal,31
1275,1275,top,36
1276,1276,data,305
1277,1277,interesting,70
1278,1278,looking,237
1279,1279,physical,95
1280,1280,physical_activity,26
1281,1281,ruled,12
1282,1282,facing,61
1283,1283,compensation,13
1284,1284,could_save,37
1285,1285,seriously,42
1286,1286,event,65
1287,1287,friendly,103
1288,1288,national,144
1289,1289,open,223
1290,1290,royal,27
1291,1291,always,146
1292,1292,shocking,32
1293,1293,shop,52
1294,1294,needle,24
1295,1295,reminder,39
1296,1296,text,33
1297,1297,basic,36
1298,1298,apology,17
1299,1299,kidney,261
1300,1300,nigerian,12
1301,1301,brain_scan,32
1302,1302,mild,22
1303,1303,scan,128
1304,1304,lose,408
1305,1305,affect,283
1306,1306,class,107
1307,1307,citizen,24
1308,1308,often,224
1309,1309,worth,84
1310,1310,bacteria,156
1311,1311,cord,27
1312,1312,repair,17
1313,1313,spinal,30
1314,1314,caused,49
1315,1315,evidence,137
1316,1316,polish,13
1317,1317,toddler,84
1318,1318,launch,110
1319,1319,monitor,41
1320,1320,fluid,21
1321,1321,home_birth,15
1322,1322,option,158
1323,1323,genetically,20
1324,1324,keep,544
1325,1325,obama,424
1326,1326,around,160
1327,1327,breed,14
1328,1328,late,142
1329,1329,late_night,18
1330,1330,weight,1082
1331,1331,weight_gain,69
1332,1332,really,448
1333,1333,pulled,25
1334,1334,affective,10
1335,1335,blue,87
1336,1336,difference,113
1337,1337,disorder,239
1338,1338,seasonal,44
1339,1339,seasonal_affective,10
1340,1340,winter_blue,10
1341,1341,becoming,39
1342,1342,dangerous,130
1343,1343,board,102
1344,1344,watchdog,34
1345,1345,eating_disorder,53
1346,1346,economic,32
1347,1347,come,254
1348,1348,controversial,50
1349,1349,dna_test,16
1350,1350,form,96
1351,1351,close,133
1352,1352,health_service,47
1353,1353,welsh,11
1354,1354,ebola_spread,65
1355,1355,un,61
1356,1356,effect,226
1357,1357,show,690
1358,1358,where,128
1359,1359,gave,28
1360,1360,organ,101
1361,1361,defect,37
1362,1362,muscle,144
1363,1363,osborne,10
1364,1364,ebola_toll,25
1365,1365,nears,50
1366,1366,toll,186
1367,1367,cystic,26
1368,1368,cystic_fibrosis,26
1369,1369,fibrosis,27
1370,1370,delayed,48
1371,1371,ever,225
1372,1372,lowest,34
1373,1373,recorded,10
1374,1374,result,224
1375,1375,test_result,18
1376,1376,bed,35
1377,1377,chicken,168
1378,1378,assumption,10
1379,1379,schizophrenia,59
1380,1380,detection,19
1381,1381,liver,88
1382,1382,liver_disease,14
